id,Birth City,Birth State,Year Start,Latitude (generated),Longitude (generated),Birth County
2288,Reseda,California,1975,34.2011,-118.5365,Los Angeles
2289,Reedley,California,1989,36.5963,-119.4504,Fresno
2290,Rancho Cucamonga,California,2010,34.1033,-117.5752,San Bernardino
2291,Pittsburg,California,1980,38.028,-121.8847,Contra Costa
2292,Pasadena,California,2014,34.1476,-118.1445,Los Angeles
2293,Pasadena,California,2007,34.1476,-118.1445,Los Angeles
2294,Pasadena,California,1995,34.1476,-118.1445,Los Angeles
2295,Pasadena,California,1992,34.1476,-118.1445,Los Angeles
2296,Palo Alto,California,2011,37.4422,-122.1634,Santa Clara
2297,Palo Alto,California,2000,37.4422,-122.1634,Santa Clara
2298,Palo Alto,California,1993,37.4422,-122.1634,Santa Clara
2299,Palmdale,California,2011,34.5793,-118.1171,Los Angeles
2300,Orange,California,1994,33.7873,-117.8503,Orange
2301,Ontario,California,1948,34.0658,-117.6484,San Bernardino
2302,Oceanside,California,1976,33.1959,-117.3795,San Diego
2303,Oakland,California,2017,37.8045,-122.2714,Alameda
2304,Oakland,California,2015,37.8045,-122.2714,Alameda
2305,Oakland,California,2013,37.8045,-122.2714,Alameda
2306,Oakland,California,2009,37.8045,-122.2714,Alameda
2307,Oakland,California,2003,37.8045,-122.2714,Alameda
2308,Oakland,California,1999,37.8045,-122.2714,Alameda
2309,Oakland,California,1998,37.8045,-122.2714,Alameda
2310,Oakland,California,1994,37.8045,-122.2714,Alameda
2311,Oakland,California,1993,37.8045,-122.2714,Alameda
2312,Oakland,California,1991,37.8045,-122.2714,Alameda
2313,Oakland,California,1989,37.8045,-122.2714,Alameda
2314,Oakland,California,1980,37.8045,-122.2714,Alameda
2315,Oakland,California,1976,37.8045,-122.2714,Alameda
2316,Oakland,California,1951,37.8045,-122.2714,Alameda
2317,Oakland,California,,37.8045,-122.2714,Alameda
2318,North Hollywood,California,2009,34.1729,-118.374,Los Angeles
2319,Newport Beach,California,2014,33.617,-117.9294,Orange
2320,Moreno Valley,California,2014,33.9375,-117.2306,Riverside
2321,Monterey,California,2013,36.6003,-121.8946,Monterey
2322,Monrovia,California,1994,34.1483,-118.0015,Los Angeles
2323,Modesto,California,1968,37.6391,-120.9969,Stanislaus
2324,Mission Hills,California,2013,34.2572,-118.467,Los Angeles
2325,Merced,California,1997,37.303,-120.4843,Merced
2326,Merced,California,1994,37.303,-120.4843,Merced
2327,Lynwood,California,1980,33.9303,-118.2115,Los Angeles
2328,Lynwood,California,1969,33.9303,-118.2115,Los Angeles
2329,Lynwood,California,,33.9303,-118.2115,Los Angeles
2330,Los Gatos,California,2001,37.2266,-121.9747,Santa Clara
2331,Los Angelse,California,1947,34.0522342,-118.2436849,Los Angeles
2332,Los Angeles,California,2017,34.0544,-118.2439,Los Angeles
2333,Los Angeles,California,2016,34.0544,-118.2439,Los Angeles
2334,Los Angeles,California,2015,34.0544,-118.2439,Los Angeles
2335,Los Angeles,California,2014,34.0544,-118.2439,Los Angeles
2336,Los Angeles,California,2012,34.0544,-118.2439,Los Angeles
2337,Los Angeles,California,2011,34.0544,-118.2439,Los Angeles
2338,Los Angeles,California,2010,34.0544,-118.2439,Los Angeles
2339,Los Angeles,California,2008,34.0544,-118.2439,Los Angeles
2340,Los Angeles,California,2007,34.0544,-118.2439,Los Angeles
2341,Los Angeles,California,2006,34.0544,-118.2439,Los Angeles
2342,Los Angeles,California,2005,34.0544,-118.2439,Los Angeles
2343,Los Angeles,California,2002,34.0544,-118.2439,Los Angeles
2344,Los Angeles,California,2001,34.0544,-118.2439,Los Angeles
2345,Los Angeles,California,2000,34.0544,-118.2439,Los Angeles
2346,Los Angeles,California,1999,34.0544,-118.2439,Los Angeles
2347,Los Angeles,California,1998,34.0544,-118.2439,Los Angeles
2348,Los Angeles,California,1997,34.0544,-118.2439,Los Angeles
2349,Los Angeles,California,1996,34.0544,-118.2439,Los Angeles
2350,Los Angeles,California,1994,34.0544,-118.2439,Los Angeles
2351,Los Angeles,California,1993,34.0544,-118.2439,Los Angeles
2352,Los Angeles,California,1992,34.0544,-118.2439,Los Angeles
2353,Los Angeles,California,1991,34.0544,-118.2439,Los Angeles
2354,Los Angeles,California,1990,34.0544,-118.2439,Los Angeles
2355,Los Angeles,California,1989,34.0544,-118.2439,Los Angeles
2356,Los Angeles,California,1987,34.0544,-118.2439,Los Angeles
2357,Los Angeles,California,1986,34.0544,-118.2439,Los Angeles
2358,Los Angeles,California,1985,34.0544,-118.2439,Los Angeles
2359,Los Angeles,California,1984,34.0544,-118.2439,Los Angeles
2360,Los Angeles,California,1983,34.0544,-118.2439,Los Angeles
2361,Los Angeles,California,1981,34.0544,-118.2439,Los Angeles
2362,Los Angeles,California,1980,34.0544,-118.2439,Los Angeles
2363,Los Angeles,California,1979,34.0544,-118.2439,Los Angeles
2364,Los Angeles,California,1978,34.0544,-118.2439,Los Angeles
2365,Los Angeles,California,1974,34.0544,-118.2439,Los Angeles
2366,Los Angeles,California,1973,34.0544,-118.2439,Los Angeles
2367,Los Angeles,California,1972,34.0544,-118.2439,Los Angeles
2368,Los Angeles,California,1967,34.0544,-118.2439,Los Angeles
2369,Los Angeles,California,1959,34.0544,-118.2439,Los Angeles
2370,Los Angeles,California,1949,34.0544,-118.2439,Los Angeles
2371,Los Angeles,California,,34.0544,-118.2439,Los Angeles
2372,Long Beach,California,2016,33.7775,-118.1885,Los Angeles
2373,Long Beach,California,2015,33.7775,-118.1885,Los Angeles
2374,Long Beach,California,2011,33.7775,-118.1885,Los Angeles
2375,Long Beach,California,2009,33.7775,-118.1885,Los Angeles
2376,Long Beach,California,2004,33.7775,-118.1885,Los Angeles
2377,Long Beach,California,2003,33.7775,-118.1885,Los Angeles
2378,Long Beach,California,2002,33.7775,-118.1885,Los Angeles
2379,Long Beach,California,1994,33.7775,-118.1885,Los Angeles
2380,Long Beach,California,1989,33.7775,-118.1885,Los Angeles
2381,Long Beach,California,1988,33.7775,-118.1885,Los Angeles
2382,Long Beach,California,1985,33.7775,-118.1885,Los Angeles
2383,Long Beach,California,1981,33.7775,-118.1885,Los Angeles
2384,Long Beach,California,1973,33.7775,-118.1885,Los Angeles
2385,Long Beach,California,1951,33.7775,-118.1885,Los Angeles
2386,Lompoc,California,1978,34.6392,-120.4579,Santa Barbara
2387,Lodi,California,1980,38.1302,-121.2724,San Joaquin
2388,Lancaster,California,2014,34.6981,-118.1366,Los Angeles
2389,Lakewood,California,2004,33.8503,-118.1172,Los Angeles
2390,Lakewood,California,1982,33.8503,-118.1172,Los Angeles
2391,Lakeport,California,1957,39.043,-122.9158,Lake
2392,Laguna,California,2005,38.421,-121.4238,Sacramento
2393,La Mesa,California,1981,32.7678,-117.0231,San Diego
2394,La Mesa,California,,32.7678,-117.0231,San Diego
2395,Irvine,California,2010,33.6857,-117.826,Orange
2396,Irvine,California,1993,33.6857,-117.826,Orange
2397,Inglewood,California,2015,33.9617,-118.3531,Los Angeles
2398,Inglewood,California,2007,33.9617,-118.3531,Los Angeles
2399,Inglewood,California,2003,33.9617,-118.3531,Los Angeles
2400,Inglewood,California,1993,33.9617,-118.3531,Los Angeles
2401,Inglewood,California,1989,33.9617,-118.3531,Los Angeles
2402,Inglewood,California,1988,33.9617,-118.3531,Los Angeles
2403,Inglewood,California,1979,33.9617,-118.3531,Los Angeles
2404,Inglewood,California,,33.9617,-118.3531,Los Angeles
2405,Huntington Beach,California,1968,33.6781,-118,Orange
2406,Hollywood,California,1987,34.1028,-118.33,Los Angeles
2407,Hollywood,California,1981,34.1028,-118.33,Los Angeles
2408,Hollywood,California,1971,34.1028,-118.33,Los Angeles
2409,Hollywood,California,,34.1028,-118.33,Los Angeles
2410,Hayward,California,2017,37.6688,-122.0808,Alameda
2411,Harbor City,California,2005,33.7973,-118.3005,Los Angeles
2412,Harbor City,California,1986,33.7973,-118.3005,Los Angeles
2413,Hanford,California,2002,36.3275,-119.6457,Kings
2414,Hanford,California,1982,36.3275,-119.6457,Kings
2415,Hacienda Heights,California,1991,33.9931,-117.9687,Los Angeles
2416,Gridley,California,1992,39.3638,-121.6936,Butte
2417,Greenbrae,California,2013,37.9485,-122.5247,Marin
2418,Glendora,California,2003,34.1361,-117.8653,Los Angeles
2419,Gardena,California,2003,33.8883,-118.3071,Los Angeles
2420,Gardena,California,1996,33.8883,-118.3071,Los Angeles
2421,Fullerton,California,1987,33.8708,-117.9294,Orange
2422,Fresno,California,2011,36.6714,-119.8155,Fresno
2423,Fresno,California,2004,36.6714,-119.8155,Fresno
2424,Fresno,California,2003,36.6714,-119.8155,Fresno
2425,Fresno,California,2001,36.6714,-119.8155,Fresno
2426,Fresno,California,1992,36.6714,-119.8155,Fresno
2427,Fresno,California,1986,36.6714,-119.8155,Fresno
2428,Fresno,California,1976,36.6714,-119.8155,Fresno
2429,Fresno,California,,36.6714,-119.8155,Fresno
2430,French Camp,California,1989,37.8841,-121.2711,San Joaquin
2431,Fountain Valley,California,2001,33.7038,-117.9627,Orange
2432,Fort Ord,California,1981,36.626614,-121.691362,Monterey
2433,Eureka,California,,40.8021,-124.1637,Humboldt
2434,Encinitas,California,2010,33.037,-117.292,San Diego
2435,Encinitas,California,1966,33.037,-117.292,San Diego
2436,Edwards AFB,California,1978,34.9261,-117.9351,Kern
2437,Downey,California,1971,33.94,-118.1326,Los Angeles
2438,Danville,California,2012,37.8216,-122,Contra Costa
2439,Cupertino,California,1982,37.323,-122.0323,Santa Clara
2440,Covina,California,1970,34.0878,-117.8891,Los Angeles
2441,Costa Mesa,California,2015,33.6633,-117.9033,Orange
2442,Compton,California,2015,33.8949,-118.226,Los Angeles
2443,Compton,California,2010,33.8949,-118.226,Los Angeles
2444,Compton,California,2006,33.8949,-118.226,Los Angeles
2445,Compton,California,2004,33.8949,-118.226,Los Angeles
2446,Compton,California,2003,33.8949,-118.226,Los Angeles
2447,Compton,California,1999,33.8949,-118.226,Los Angeles
2448,Colton,California,2007,34.0739,-117.3137,San Bernardino
2449,Claremont,California,1987,34.0967,-117.7198,Los Angeles
2450,Chula Vista,California,1973,32.6401,-117.0842,San Diego
2451,Chatsworth,California,2010,34.2596,-118.6023,Los Angeles
2452,Cerritos,California,2014,33.8644,-118.0539,Los Angeles
2453,Bloomington,California,1997,34.0703,-117.3959,San Bernardino
2454,Berkeley,California,2007,37.8708,-122.2729,Alameda
2455,Berkeley,California,2001,37.8708,-122.2729,Alameda
2456,Berkeley,California,1981,37.8708,-122.2729,Alameda
2457,Berkeley,California,1976,37.8708,-122.2729,Alameda
2458,Berkeley,California,1972,37.8708,-122.2729,Alameda
2459,Berkeley,California,,37.8708,-122.2729,Alameda
2460,Bellflower,California,1998,33.8826,-118.1168,Los Angeles
2461,Bakersfield,California,2005,35.3739,-119.0195,Kern
2462,Bakersfield,California,1995,35.3739,-119.0195,Kern
2463,Bakersfield,California,1988,35.3739,-119.0195,Kern
2464,Bakersfield,California,1977,35.3739,-119.0195,Kern
2465,Bakersfield,California,1973,35.3739,-119.0195,Kern
2466,West Memphis,Arkansas,2009,35.1465,-90.1845,Crittenden
2467,West Memphis,Arkansas,1997,35.1465,-90.1845,Crittenden
2468,West Memphis,Arkansas,1986,35.1465,-90.1845,Crittenden
2469,West Memphis,Arkansas,1985,35.1465,-90.1845,Crittenden
2470,West Memphis,Arkansas,,35.1465,-90.1845,Crittenden
2471,Tuckerman,Arkansas,1965,35.7306,-91.1985,Jackson
2472,Tuckerman,Arkansas,,35.7306,-91.1985,Jackson
2473,Prescott,Arkansas,1965,33.8026,-93.381,Nevada
2474,Plummerville,Arkansas,1981,35.1600836,-92.6407177,Conway
2475,Pine Bluff,Arkansas,1996,34.2284,-92.0032,Jefferson
2476,Pine Bluff,Arkansas,1989,34.2284,-92.0032,Jefferson
2477,Pine Bluff,Arkansas,1983,34.2284,-92.0032,Jefferson
2478,Pine Bluff,Arkansas,,34.2284,-92.0032,Jefferson
2479,Osecola,Arkansas,1997,35.7050778,-89.969532,Mississippi
2480,North Little Rock,Arkansas,1964,34.7695,-92.2671,Pulaski
2481,Menifee,Arkansas,1992,35.1484,-92.554,Conway
2482,McGhee,Arkansas,1980,33.6255234,-91.3945566,Desha
2483,McGhee,Arkansas,,33.6255234,-91.3945566,Desha
2484,McGehee,Arkansas,1984,33.62,-91.39,Desha
2485,McGehee,Arkansas,1974,33.62,-91.39,Desha
2486,Malvern,Arkansas,2003,34.3623,-92.8129,Hot Spring
2487,Malvern,Arkansas,1957,34.3623,-92.8129,Hot Spring
2488,Little Rock,Arkansas,2016,34.7465,-92.2896,Pulaski
2489,Little Rock,Arkansas,2014,34.7465,-92.2896,Pulaski
2490,Little Rock,Arkansas,2000,34.7465,-92.2896,Pulaski
2491,Little Rock,Arkansas,1997,34.7465,-92.2896,Pulaski
2492,Little Rock,Arkansas,1987,34.7465,-92.2896,Pulaski
2493,Little Rock,Arkansas,1980,34.7465,-92.2896,Pulaski
2494,Little Rock,Arkansas,,34.7465,-92.2896,Pulaski
2495,Jacksonville,Arkansas,1990,34.8662,-92.1101,Pulaski
2496,Hamburg,Arkansas,1987,33.2282,-91.7976,Ashley
2497,Hamburg,Arkansas,,33.2282,-91.7976,Ashley
2498,Fort Smith,Arkansas,2007,35.3872,-94.4249,Sebastian
2499,Fort Smith,Arkansas,1996,35.3872,-94.4249,Sebastian
2500,Fort Smith,Arkansas,1986,35.3872,-94.4249,Sebastian
2501,Fort Smith,Arkansas,1979,35.3872,-94.4249,Sebastian
2502,Fordyce,Arkansas,1999,33.8137,-92.4129,Dallas
2503,Fayetteville,Arkansas,2008,36.0626,-94.1574,Washington
2504,El Dorado,Arkansas,2011,33.2076,-92.6663,Union
2505,Crossett,Arkansas,2011,33.1282,-91.9612,Ashley
2506,Cotton Plant,Arkansas,1976,35.0081,-91.2512,Woodruff
2507,Conway,Arkansas,1967,35.0887,-92.4421,Faulkner
2508,Cherry Valley,Arkansas,1990,35.402,-90.7532,Cross
2509,Blytheville,Arkansas,1983,35.9273,-89.919,Mississippi
2510,Blytheville,Arkansas,,35.9273,-89.919,Mississippi
2511,Altheimer,Arkansas,1972,34.3193,-91.8474,Jefferson
2512,Tucson,Arizona,2015,32.2217,-110.9265,Pima
2513,Tucson,Arizona,1990,32.2217,-110.9265,Pima
2514,Tucson,Arizona,1986,32.2217,-110.9265,Pima
2515,Tempe,Arizona,2015,33.4144,-111.9094,Maricopa
2516,Phoenix,Arizona,2009,33.4486,-112.0773,Maricopa
2517,Phoenix,Arizona,1987,33.4486,-112.0773,Maricopa
2518,Phoenix,Arizona,1985,33.4486,-112.0773,Maricopa
2519,Phoenix,Arizona,1977,33.4486,-112.0773,Maricopa
2520,Mesa,Arizona,2011,33.4153,-111.8313,Maricopa
2521,Las Vegas,Arizona,2014,36.1637773,-115.2072106,Clark
2522,Clemenceau,Arizona,1950,34.7319656,-112.0265462,Yavapai
2523,Anchorage,Alaska,2009,61.2163,-149.8949,Anchorage
2524,White Hall,Alabama,1997,32.3271,-86.7119,Lowndes
2525,Vredenburgh,Alabama,1975,31.8285,-87.3217,Monroe
2526,Tuskegee,Alabama,1994,32.424,-85.6916,Macon
2527,Tuskegee,Alabama,1986,32.424,-85.6916,Macon
2528,Tuskegee,Alabama,1983,32.424,-85.6916,Macon
2529,Tuskegee,Alabama,,32.424,-85.6916,Macon
2530,Tuscaloosa,Alabama,1990,33.2096,-87.5675,Tuscaloosa
2531,Town Creek,Alabama,1982,34.6812,-87.4061,Lawrence
2532,Sylacauga,Alabama,2002,33.1732,-86.2516,Talladega
2533,Selma,Alabama,1960,32.4079,-87.0207,Dallas
2534,Phenix City,Alabama,1976,32.471,-85.0008,Russell
2535,Perry,Alabama,1981,32.598888,-87.3016132,Perry
2536,Opelika,Alabama,1997,32.6454,-85.3783,Lee
2537,Montgomery,Alabama,2015,32.367,-86.3006,Montgomery
2538,Montgomery,Alabama,1993,32.367,-86.3006,Montgomery
2539,Montgomery,Alabama,1989,32.367,-86.3006,Montgomery
2540,Montgomery,Alabama,1981,32.367,-86.3006,Montgomery
2541,Montgomery,Alabama,1980,32.367,-86.3006,Montgomery
2542,Montgomery,Alabama,1976,32.367,-86.3006,Montgomery
2543,Mobile,Alabama,2011,30.6488,-88.1946,Mobile
2544,Mobile,Alabama,2007,30.6488,-88.1946,Mobile
2545,Mobile,Alabama,1996,30.6488,-88.1946,Mobile
2546,Mobile,Alabama,1991,30.6488,-88.1946,Mobile
2547,Mobile,Alabama,1989,30.6488,-88.1946,Mobile
2548,Mobile,Alabama,1987,30.6488,-88.1946,Mobile
2549,Mobile,Alabama,1984,30.6488,-88.1946,Mobile
2550,Mobile,Alabama,1978,30.6488,-88.1946,Mobile
2551,Leighton,Alabama,1977,34.7009,-87.5289,Colbert
2552,Leeds,Alabama,,33.5482,-86.5444,Jefferson
2553,Knoxville,Alabama,1979,32.9923,-87.7906,Greene
2554,Huntsville,Alabama,2009,34.7298,-86.5859,Madison
2555,Huntsville,Alabama,1982,34.7298,-86.5859,Madison
2556,Huntsville,Alabama,1979,34.7298,-86.5859,Madison
2557,Hartselle,Alabama,1973,34.4438,-86.9359,Morgan
2558,Harpersville,Alabama,1994,33.344,-86.438,Shelby
2559,Goodwater,Alabama,2008,33.0657,-86.0533,Coosa
2560,Fort Rucker,Alabama,1981,31.3428,-85.7154,Dale
2561,Fort Rucker,Alabama,,31.3428,-85.7154,Dale
2562,Elba,Alabama,1969,31.4146,-86.0677,Coffee
2563,Dothan,Alabama,1988,31.2232,-85.3905,Houston
2564,Demopolis,Alabama,1996,32.5178,-87.8368,Marengo
2565,Demopolis,Alabama,1980,32.5178,-87.8368,Marengo
2566,Crenshaw,Alabama,1995,31.6671872,-86.3376761,Crenshaw
2567,Clayton,Alabama,1973,31.8782,-85.4497,Barbour
2568,Centreville,Alabama,1991,32.9446,-87.1386,Bibb
2569,Brantley,Alabama,1987,31.5824,-86.2572,Crenshaw
2570,Birmingham,Alabama,2012,33.5207,-86.8024,Jefferson
2571,Birmingham,Alabama,2011,33.5207,-86.8024,Jefferson
2572,Birmingham,Alabama,2010,33.5207,-86.8024,Jefferson
2573,Birmingham,Alabama,1995,33.5207,-86.8024,Jefferson
2574,Birmingham,Alabama,1990,33.5207,-86.8024,Jefferson
2575,Birmingham,Alabama,1987,33.5207,-86.8024,Jefferson
2576,Birmingham,Alabama,1984,33.5207,-86.8024,Jefferson
2577,Birmingham,Alabama,1983,33.5207,-86.8024,Jefferson
2578,Birmingham,Alabama,1982,33.5207,-86.8024,Jefferson
2579,Birmingham,Alabama,1981,33.5207,-86.8024,Jefferson
2580,Birmingham,Alabama,1980,33.5207,-86.8024,Jefferson
2581,Birmingham,Alabama,1976,33.5207,-86.8024,Jefferson
2582,Birmingham,Alabama,1974,33.5207,-86.8024,Jefferson
2583,Birmingham,Alabama,1970,33.5207,-86.8024,Jefferson
2584,Birmingham,Alabama,1966,33.5207,-86.8024,Jefferson
2585,Birmingham,Alabama,,33.5207,-86.8024,Jefferson
2586,Bessemer,Alabama,1972,33.4018,-86.9544,Jefferson
2587,Athens,Alabama,1991,34.8029,-86.9717,Limestone
2588,Anniston,Alabama,1994,33.6594,-85.8316,Calhoun
2589,Andalusia,Alabama,1993,31.3085,-86.4832,Covington
2590,Abbeville,Alabama,2001,31.5718,-85.2505,Henry
